kaliwanu kali(V6)+wa_#_PAST+anu_a_3SM   
kaliyuvuxakkosugavU kali(V6)+yuvuxu_#_BEN+xakkosugavU_xu_INCL
kaliyuvuxakkosugavo kali(V6)+yuvuxu_#_BEN+xakkosugavo_xu_DUB
kaliyuvuxakkosugavo kali(V6)+yuvuxu_#_BEN+xakkosugavo_xu_INDF
kaliyuvuxakkosugavo kali(V6)+yuvuxu_#_BEN+xakkosugavo_xu_PRES
kaliyuvuxakkosugave kali(V6)+yuvuxu_#_BEN+xakkosugave_xu_IMPH
kaliyuvuxakkosugave kali(V6)+yuvuxu_#_BEN+xakkosugave_xu_DECL
kaliyuvuxakkosugave kali(V6)+yuvuxu_#_BEN+xakkosugave_xu_RIS
kaliyuvuxakkosugavA kali(V6)+yuvuxu_#_PUR+xakkosugavA_xu_INTR
kaliyuvuxakkosugavU kali(V6)+yuvuxu_#_PUR+xakkosugavU_xu_INCL
kaliyuvuxakkosugavo kali(V6)+yuvuxu_#_PUR+xakkosugavo_xu_DUB
kaliyuvuxakkosugavo kali(V6)+yuvuxu_#_PUR+xakkosugavo_xu_INDF
kaliyuvuxakkosugavo kali(V6)+yuvuxu_#_PUR+xakkosugavo_xu_PRES
kaliyuvuxakkosugave kali(V6)+yuvuxu_#_PUR+xakkosugave_xu_IMPH
kaliyuvuxakkosugave kali(V6)+yuvuxu_#_PUR+xakkosugave_xu_DECL
kaliyuvuxakkosugave kali(V6)+yuvuxu_#_PUR+xakkosugave_xu_RIS
kaliyuvuxakkiMwalA kali(V6)+yuvuxu_#_COMP+xakkiMwalA_xu_INTR
kaliyuvuxakkiMwalU kali(V6)+yuvuxu_#_COMP+xakkiMwalU_xu_INCL
kaliyuvuxakkiMwalo kali(V6)+yuvuxu_#_COMP+xakkiMwalo_xu_DUB
kaliyuvuxakkiMwalo kali(V6)+yuvuxu_#_COMP+xakkiMwalo_xu_INDF
kaliyuvuxakkiMwalo kali(V6)+yuvuxu_#_COMP+xakkiMwalo_xu_PRES
kaliyuvuxakkiMwale kali(V6)+yuvuxu_#_COMP+xakkiMwale_xu_IMPH
kaliyuvuxakkiMwale kali(V6)+yuvuxu_#_COMP+xakkiMwale_xu_DECL
kaliyuvuxakkiMwale kali(V6)+yuvuxu_#_COMP+xakkiMwale_xu_RIS

kaliyuvaMweVyA kali(V6)+yuva_#_SIM+yuvaMweVyA_yuva_INTR
kaliyuvaMweVyU kali(V6)+yuva_#_SIM+yuvaMweVyU_yuva_INCL
kaliyuvaMweVyo kali(V6)+yuva_#_SIM+yuvaMweVyo_yuva_DUB
kaliyuvaMweVyo kali(V6)+yuva_#_SIM+yuvaMweVyo_yuva_INDF
kaliyuvaMweVyo kali(V6)+yuva_#_SIM+yuvaMweVyo_yuva_PRES
kaliyuvaMweVye kali(V6)+yuva_#_SIM+yuvaMweVye_yuva_IMPH
kaliyuvaMweVye kali(V6)+yuva_#_SIM+yuvaMweVye_yuva_DECL
kaliyuvaMweVye kali(V6)+yuva_#_SIM+yuvaMweVye_yuva_RIS
kaliyuvuxaroVMxigeVyA kali(V6)+yuvuxu_#_SOC+xaroVMxigeVyA_xu_INTR
kaliyuvuxaroVMxigeVyU kali(V6)+yuvuxu_#_SOC+xaroVMxigeVyU_xu_INCL
kaliyuvuxaroVMxigeVyo kali(V6)+yuvuxu_#_SOC+xaroVMxigeVyo_xu_DUB
kaliyuvuxaroVMxigeVyo kali(V6)+yuvuxu_#_SOC+xaroVMxigeVyo_xu_INDF
kaliyuvuxaroVMxigeVyo kali(V6)+yuvuxu_#_SOC+xaroVMxigeVyo_xu_PRES
kaliyuvuxaroVMxigeVye kali(V6)+yuvuxu_#_SOC+xaroVMxigeVye_xu_IMPH
kaliyuvuxaroVMxigeVye kali(V6)+yuvuxu_#_SOC+xaroVMxigeVye_xu_DECL
kaliyuvuxaroVMxigeVye kali(V6)+yuvuxu_#_SOC+xaroVMxigeVye_xu_RIS
kaliyuvuxaroVdaneVyA kali(V6)+yuvuxu_#_SOC+xaroVdaneVyA_xu_INTR
kaliyuvuxaroVdaneVyU kali(V6)+yuvuxu_#_SOC+xaroVdaneVyU_xu_INCL
kaliyuvuxaroVdaneVyo kali(V6)+yuvuxu_#_SOC+xaroVdaneVyo_xu_DUB
kaliyuvuxaroVdaneVyo kali(V6)+yuvuxu_#_SOC+xaroVdaneVyo_xu_INDF
kaliyuvuxaroVdaneVyo kali(V6)+yuvuxu_#_SOC+xaroVdaneVyo_xu_PRES
kaliyuvuxaroVdaneVye kali(V6)+yuvuxu_#_SOC+xaroVdaneVye_xu_IMPH
kaliyuvuxaroVdaneVye kali(V6)+yuvuxu_#_SOC+xaroVdaneVye_xu_DECL
kaliyuvuxaroVdaneVye kali(V6)+yuvuxu_#_SOC+xaroVdaneVye_xu_RIS


kaliwavalYannu kali(V6)+wa_#_PRP+wavalYu_wa_ACC+lYannu_lYu_3SF
kaliwavanannu kali(V6)+wa_#_PRP+wavanu_wa_ACC+nannu_nu_3SM
kaliwavanannA kali(V6)+wa_#_PRP+wavanu_wa_ACC+nannA_nu_INTR
kaliwavanannU kali(V6)+wa_#_PRP+wavanu_wa_ACC+nannU_nu_INCL
kaliwavananno kali(V6)+wa_#_PRP+wavanu_wa_ACC+nanno_nu_DUB
kaliwavananno kali(V6)+wa_#_PRP+wavanu_wa_ACC+nanno_nu_INDF
kaliwavananno kali(V6)+wa_#_PRP+wavanu_wa_ACC+nanno_nu_PRES
kaliwavananne kali(V6)+wa_#_PRP+wavanu_wa_ACC+nanne_nu_IMPH
kaliwavananne kali(V6)+wa_#_PRP+wavanu_wa_ACC+nanne_nu_DECL
kaliwavananne kali(V6)+wa_#_PRP+wavanu_wa_ACC+nanne_nu_RIS
kaliwavakalixa kali(V6)+wa_#_PRP+wavanu_wa_INS+kalixa_nu_3SM
kaliwavakalixaya kali(V6)+wa_#_PRP+wavanu_wa_INS+kalixaya_nu_INTR
kaliwavakalixalU kali(V6)+wa_#_PRP+wavanu_wa_INS+kalixalU_nu_INCL
kaliwavakalixalo kali(V6)+wa_#_PRP+wavanu_wa_INS+kalixalo_nu_DUB
kaliwavakalixalo kali(V6)+wa_#_PRP+wavanu_wa_INS+kalixalo_nu_INDF
kaliwavakalixalo kali(V6)+wa_#_PRP+wavanu_wa_INS+kalixalo_nu_PRES
kaliwavakalixale kali(V6)+wa_#_PRP+wavanu_wa_INS+kalixale_nu_IMPH
kaliwavakalixale kali(V6)+wa_#_PRP+wavanu_wa_INS+kalixale_nu_DECL
kaliwavakalixale kali(V6)+wa_#_PRP+wavanu_wa_INS+kalixale_nu_RIS
kaliwavanalligeV kali(V6)+wa_#_PRP+wavanu_wa_DAT+nalligeV_nu_3SM
kaliwavanalligeVyA kali(V6)+wa_#_PRP+wavanu_wa_DAT+nalligeVyA_nu_INTR
kaliwavanalligeVyU kali(V6)+wa_#_PRP+wavanu_wa_DAT+nalligeVyU_nu_INCL
kaliwavanalligeVyo kali(V6)+wa_#_PRP+wavanu_wa_DAT+nalligeVyo_nu_DUB
kaliwavanalligeVyo kali(V6)+wa_#_PRP+wavanu_wa_DAT+nalligeVyo_nu_INDF
kaliwavanalligeVyo kali(V6)+wa_#_PRP+wavanu_wa_DAT+nalligeVyo_nu_PRES
kaliwavanalligeVye kali(V6)+wa_#_PRP+wavanu_wa_DAT+nalligeVye_nu_IMPH
kaliwavanalligeVye kali(V6)+wa_#_PRP+wavanu_wa_DAT+nalligeVye_nu_DECL
kaliwavanalligeVye kali(V6)+wa_#_PRP+wavanu_wa_DAT+nalligeVye_nu_RIS
kaliwavakalixa  kali(V6)+wa_#_PRP+wavanu_wa_ABL+kalixa_nu_3SM
kaliwavakalixaya kali(V6)+wa_#_PRP+wavanu_wa_ABL+kalixaya_nu_INTR
kaliwavakalixalU kali(V6)+wa_#_PRP+wavanu_wa_ABL+kalixalU_nu_INCL
kaliwavakalixalo kali(V6)+wa_#_PRP+wavanu_wa_ABL+kalixalo_nu_DUB
kaliwavakalixalo kali(V6)+wa_#_PRP+wavanu_wa_ABL+kalixalo_nu_INDF
kaliwavakalixalo kali(V6)+wa_#_PRP+wavanu_wa_ABL+kalixalo_nu_PRES
kaliwavakalixale kali(V6)+wa_#_PRP+wavanu_wa_ABL+kalixale_nu_IMPH
kaliwavakalixale kali(V6)+wa_#_PRP+wavanu_wa_ABL+kalixale_nu_DECL
kaliwavakalixale kali(V6)+wa_#_PRP+wavanu_wa_ABL+kalixale_nu_RIS
kaliwavana kali(V6)+wa_#_PRP+wavanu_wa_GEN+na_nu_3SM
kaliwavanalli kali(V6)+wa_#_PRP+wavanu_wa_LOC+nalli_nu_3SM
kaliwavanalliyA kali(V6)+wa_#_PRP+wavanu_wa_LOC+nalliyA_nu_INTR
kaliwavanalliyU kali(V6)+wa_#_PRP+wavanu_wa_LOC+nalliyU_nu_INCL
kaliwavanalliyo kali(V6)+wa_#_PRP+wavanu_wa_LOC+nalliyo_nu_DUB
kaliwavanalliyo kali(V6)+wa_#_PRP+wavanu_wa_LOC+nalliyo_nu_INDF
kaliwavanalliyo kali(V6)+wa_#_PRP+wavanu_wa_LOC+nalliyo_nu_PRES
kaliwavanalliye kali(V6)+wa_#_PRP+wavanu_wa_LOC+nalliye_nu_IMPH
kaliwavanalliye kali(V6)+wa_#_PRP+wavanu_wa_LOC+nalliye_nu_DECL
kaliwavanalliye kali(V6)+wa_#_PRP+wavanu_wa_LOC+nalliye_nu_RIS
kaliwavanigoskara kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigoskara_nu_3SM
kaliwavanigoskaravA kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigoskaravA_nu_INTR
kaliwavanigoskaravU kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigoskaravU_nu_INCL
kaliwavanigoskaravo kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigoskaravo_nu_DUB
kaliwavanigoskaravo kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigoskaravo_nu_INDF
kaliwavanigoskaravo kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigoskaravo_nu_PRES
kaliwavanigoskarave kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigoskarave_nu_IMPH
kaliwavanigoskarave kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigoskarave_nu_DECL
kaliwavanigoskarave kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigoskarave_nu_RIS
kaliwavanigoskara kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigoskara_nu_3SM
kaliwavanigoskaravA kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigoskaravA_nu_INTR
kaliwavanigoskaravU kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigoskaravU_nu_INCL
kaliwavanigoskaravo kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigoskaravo_nu_DUB
kaliwavanigoskaravo kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigoskaravo_nu_INDF
kaliwavanigoskaravo kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigoskaravo_nu_PRES
kaliwavanigoskarave kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigoskarave_nu_IMPH
kaliwavanigoskarave kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigoskarave_nu_DECL
kaliwavanigoskarave kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigoskarave_nu_RIS
kaliwavanigAgi kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigAgi_nu_3SM
kaliwavanigAgiyA kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigAgiyA_nu_INTR
kaliwavanigAgiyU kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigAgiyU_nu_INCL
kaliwavanigAgiyo kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigAgiyo_nu_DUB
kaliwavanigAgiyo kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigAgiyo_nu_INDF
kaliwavanigAgiyo kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigAgiyo_nu_PRES
kaliwavanigAgiye kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigAgiye_nu_IMPH
kaliwavanigAgiye kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigAgiye_nu_DECL
kaliwavanigAgiye kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigAgiye_nu_RIS
kaliwavanigAgi kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigAgi_nu_3SM
kaliwavanigAgiyA kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigAgiyA_nu_INTR
kaliwavanigAgiyU kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigAgiyU_nu_INCL
kaliwavanigAgiyo kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigAgiyo_nu_DUB
kaliwavanigAgiyo kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigAgiyo_nu_INDF
kaliwavanigAgiyo kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigAgiyo_nu_PRES
kaliwavanigAgiye kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigAgiye_nu_IMPH
kaliwavanigAgiye kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigAgiye_nu_DECL
kaliwavanigAgiye kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigAgiye_nu_RIS
kaliwavanigosuga kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigosuga_nu_3SM
kaliwavanigosugavA kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigosugavA_nu_INTR
kaliwavanigosugavU kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigosugavU_nu_INCL
kaliwavanigosugavo kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigosugavo_nu_DUB
kaliwavanigosugavo kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigosugavo_nu_INDF
kaliwavanigosugavo kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigosugavo_nu_PRES
kaliwavanigosugave kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigosugave_nu_IMPH
kaliwavanigosugave kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigosugave_nu_DECL
kaliwavanigosugave kali(V6)+wa_#_PRP+wavanu_wa_BEN+nigosugave_nu_RIS
kaliwavanigosuga kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigosuga_nu_3SM
kaliwavanigosugavA kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigosugavA_nu_INTR
kaliwavanigosugavU kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigosugavU_nu_INCL
kaliwavanigosugavo kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigosugavo_nu_DUB
kaliwavanigosugavo kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigosugavo_nu_INDF
kaliwavanigosugavo kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigosugavo_nu_PRES
kaliwavanigosugave kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigosugave_nu_IMPH
kaliwavanigosugave kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigosugave_nu_DECL
kaliwavanigosugave kali(V6)+wa_#_PRP+wavanu_wa_PUR+nigosugave_nu_RIS
kaliwavanigiwa kali(V6)+wa_#_PRP+wavanu_wa_COMP+nigiwa_nu_3SM
kaliwavanigiwaya kali(V6)+wa_#_PRP+wavanu_wa_COMP+nigiwaya_nu_INTR
kaliwavanigiwalU kali(V6)+wa_#_PRP+wavanu_wa_COMP+nigiwalU_nu_INCL
kaliwavanigiwalo kali(V6)+wa_#_PRP+wavanu_wa_COMP+nigiwalo_nu_DUB
kaliwavanigiwalo kali(V6)+wa_#_PRP+wavanu_wa_COMP+nigiwalo_nu_INDF
kaliwavanigiwalo kali(V6)+wa_#_PRP+wavanu_wa_COMP+nigiwalo_nu_PRES
kaliwavanigiwale kali(V6)+wa_#_PRP+wavanu_wa_COMP+nigiwale_nu_IMPH
kaliwavanigiwale kali(V6)+wa_#_PRP+wavanu_wa_COMP+nigiwale_nu_DECL
kaliwavanigiwale kali(V6)+wa_#_PRP+wavanu_wa_COMP+nigiwale_nu_RIS
kaliwavanaMweV kali(V6)+wa_#_PRP+wavanu_wa_SIM+naMweV_nu_3SM
kaliwavanaMweVyA kali(V6)+wa_#_PRP+wavanu_wa_SIM+naMweVyA_nu_INTR
kaliwavanaMweVyU kali(V6)+wa_#_PRP+wavanu_wa_SIM+naMweVyU_nu_INCL
kaliwavanaMweVyo kali(V6)+wa_#_PRP+wavanu_wa_SIM+naMweVyo_nu_DUB
kaliwavanaMweVyo kali(V6)+wa_#_PRP+wavanu_wa_SIM+naMweVyo_nu_INDF
kaliwavanaMweVyo kali(V6)+wa_#_PRP+wavanu_wa_SIM+naMweVyo_nu_PRES
kaliwavanaMweVye kali(V6)+wa_#_PRP+wavanu_wa_SIM+naMweVye_nu_IMPH
kaliwavanaMweVye kali(V6)+wa_#_PRP+wavanu_wa_SIM+naMweVye_nu_DECL
kaliwavanaMweVye kali(V6)+wa_#_PRP+wavanu_wa_SIM+naMweVye_nu_RIS
kaliwavanoVdaneV kali(V6)+wa_#_PRP+wavanu_wa_SOC+noVdaneV_nu_3SM
kaliwavanoVdaneVyA kali(V6)+wa_#_PRP+wavanu_wa_SOC+noVdaneVyA_nu_INTR
kaliwavanoVdaneVyU kali(V6)+wa_#_PRP+wavanu_wa_SOC+noVdaneVyU_nu_INCL
kaliwavanoVdaneVyo kali(V6)+wa_#_PRP+wavanu_wa_SOC+noVdaneVyo_nu_DUB
kaliwavanoVdaneVyo kali(V6)+wa_#_PRP+wavanu_wa_SOC+noVdaneVyo_nu_INDF
kaliwavanoVdaneVyo kali(V6)+wa_#_PRP+wavanu_wa_SOC+noVdaneVyo_nu_PRES
kaliwavanoVdaneVye kali(V6)+wa_#_PRP+wavanu_wa_SOC+noVdaneVye_nu_IMPH
kaliwavanoVdaneVye kali(V6)+wa_#_PRP+wavanu_wa_SOC+noVdaneVye_nu_DECL
kaliwavanoVdaneVye kali(V6)+wa_#_PRP+wavanu_wa_SOC+noVdaneVye_nu_RIS
kaliwavanoVMxigeV kali(V6)+wa_#_PRP+wavanu_wa_SOC+noVMxigeV_nu_3SM
kaliwavanoVMxigeVyA kali(V6)+wa_#_PRP+wavanu_wa_SOC+noVMxigeVyA_nu_INTR
kaliwavanoVMxigeVyU kali(V6)+wa_#_PRP+wavanu_wa_SOC+noVMxigeVyU_nu_INCL
kaliwavanoVMxigeVyo kali(V6)+wa_#_PRP+wavanu_wa_SOC+noVMxigeVyo_nu_DUB
kaliwavanoVMxigeVyo kali(V6)+wa_#_PRP+wavanu_wa_SOC+noVMxigeVyo_nu_INDF
kaliwavanoVMxigeVyo kali(V6)+wa_#_PRP+wavanu_wa_SOC+noVMxigeVyo_nu_PRES
kaliwavanoVMxigeVye kali(V6)+wa_#_PRP+wavanu_wa_SOC+noVMxigeVye_nu_IMPH
kaliwavanoVMxigeVye kali(V6)+wa_#_PRP+wavanu_wa_SOC+noVMxigeVye_nu_DECL
kaliwavanoVMxigeVye kali(V6)+wa_#_PRP+wavanu_wa_SOC+noVMxigeVye_nu_RIS
kaliwavalYannu kali(V6)+wa_#_PRP+wavalYu_wa_ACC+lYannu_lYu_3SF
kaliwavalYannA kali(V6)+wa_#_PRP+wavalYu_wa_ACC+lYannA_lYu_INTR
kaliwavalYannU kali(V6)+wa_#_PRP+wavalYu_wa_ACC+lYannU_lYu_INCL
kaliwavalYanno kali(V6)+wa_#_PRP+wavalYu_wa_ACC+lYanno_lYu_DUB
kaliwavalYanno kali(V6)+wa_#_PRP+wavalYu_wa_ACC+lYanno_lYu_INDF
kaliwavalYanno kali(V6)+wa_#_PRP+wavalYu_wa_ACC+lYanno_lYu_PRES
kaliwavalYanne kali(V6)+wa_#_PRP+wavalYu_wa_ACC+lYanne_lYu_IMPH
kaliwavalYanne kali(V6)+wa_#_PRP+wavalYu_wa_ACC+lYanne_lYu_DECL
kaliwavalYanne kali(V6)+wa_#_PRP+wavalYu_wa_ACC+lYanne_lYu_RIS
kaliwavalYiMxa kali(V6)+wa_#_PRP+wavalYu_wa_INS+lYiMxa_lYu_3SF
kaliwavalYiMxaya kali(V6)+wa_#_PRP+wavalYu_wa_INS+lYiMxaya_lYu_INTR
kaliwavalYiMxalU kali(V6)+wa_#_PRP+wavalYu_wa_INS+lYiMxalU_lYu_INCL
kaliwavalYiMxalo kali(V6)+wa_#_PRP+wavalYu_wa_INS+lYiMxalo_lYu_DUB
kaliwavalYiMxalo kali(V6)+wa_#_PRP+wavalYu_wa_INS+lYiMxalo_lYu_INDF
kaliwavalYiMxalo kali(V6)+wa_#_PRP+wavalYu_wa_INS+lYiMxalo_lYu_PRES
kaliwavalYiMxale kali(V6)+wa_#_PRP+wavalYu_wa_INS+lYiMxale_lYu_IMPH
kaliwavalYiMxale kali(V6)+wa_#_PRP+wavalYu_wa_INS+lYiMxale_lYu_DECL
kaliwavalYiMxale kali(V6)+wa_#_PRP+wavalYu_wa_INS+lYiMxale_lYu_RIS
kaliwavalYigeV kali(V6)+wa_#_PRP+wavalYu_wa_DAT+lYigeV_lYu_3SF
kaliwavalYigeVyA kali(V6)+wa_#_PRP+wavalYu_wa_DAT+lYigeVyA_lYu_INTR
kaliwavalYigeVyU kali(V6)+wa_#_PRP+wavalYu_wa_DAT+lYigeVyU_lYu_INCL
kaliwavalYigeVyo kali(V6)+wa_#_PRP+wavalYu_wa_DAT+lYigeVyo_lYu_DUB
kaliwavalYigeVyo kali(V6)+wa_#_PRP+wavalYu_wa_DAT+lYigeVyo_lYu_INDF
kaliwavalYigeVyo kali(V6)+wa_#_PRP+wavalYu_wa_DAT+lYigeVyo_lYu_PRES
kaliwavalYigeVye kali(V6)+wa_#_PRP+wavalYu_wa_DAT+lYigeVye_lYu_IMPH
kaliwavalYigeVye kali(V6)+wa_#_PRP+wavalYu_wa_DAT+lYigeVye_lYu_DECL
kaliwavalYigeVye kali(V6)+wa_#_PRP+wavalYu_wa_DAT+lYigeVye_lYu_RIS
kaliwavalYiMxa  kali(V6)+wa_#_PRP+wavalYu_wa_ABL+lYiMxa_lYu_3SF
kaliwavalYiMxaya kali(V6)+wa_#_PRP+wavalYu_wa_ABL+lYiMxaya_lYu_INTR
kaliwavalYiMxalU kali(V6)+wa_#_PRP+wavalYu_wa_ABL+lYiMxalU_lYu_INCL
kaliwavalYiMxalo kali(V6)+wa_#_PRP+wavalYu_wa_ABL+lYiMxalo_lYu_DUB
kaliwavalYiMxalo kali(V6)+wa_#_PRP+wavalYu_wa_ABL+lYiMxalo_lYu_INDF
kaliwavalYiMxalo kali(V6)+wa_#_PRP+wavalYu_wa_ABL+lYiMxalo_lYu_PRES
kaliwavalYiMxale kali(V6)+wa_#_PRP+wavalYu_wa_ABL+lYiMxale_lYu_IMPH
kaliwavalYiMxale kali(V6)+wa_#_PRP+wavalYu_wa_ABL+lYiMxale_lYu_DECL
kaliwavalYiMxale kali(V6)+wa_#_PRP+wavalYu_wa_ABL+lYiMxale_lYu_RIS
kaliwavalYa kali(V6)+wa_#_PRP+wavalYu_wa_GEN+lYa_lYu_3SF
kaliwavalYalli kali(V6)+wa_#_PRP+wavalYu_wa_LOC+lYalli_lYu_3SF
kaliwavalYalliyA kali(V6)+wa_#_PRP+wavalYu_wa_LOC+lYalliyA_lYu_INTR
kaliwavalYalliyU kali(V6)+wa_#_PRP+wavalYu_wa_LOC+lYalliyU_lYu_INCL
kaliwavalYalliyo kali(V6)+wa_#_PRP+wavalYu_wa_LOC+lYalliyo_lYu_DUB
kaliwavalYalliyo kali(V6)+wa_#_PRP+wavalYu_wa_LOC+lYalliyo_lYu_INDF
kaliwavalYalliyo kali(V6)+wa_#_PRP+wavalYu_wa_LOC+lYalliyo_lYu_PRES
kaliwavalYalliye kali(V6)+wa_#_PRP+wavalYu_wa_LOC+lYalliye_lYu_IMPH
kaliwavalYalliye kali(V6)+wa_#_PRP+wavalYu_wa_LOC+lYalliye_lYu_DECL
kaliwavalYalliye kali(V6)+wa_#_PRP+wavalYu_wa_LOC+lYalliye_lYu_RIS
kaliwavalYigoskara kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigoskara_lYu_3SF
kaliwavalYigoskaravA kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigoskaravA_lYu_INTR
kaliwavalYigoskaravU kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigoskaravU_lYu_INCL
kaliwavalYigoskaravo kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigoskaravo_lYu_DUB
kaliwavalYigoskaravo kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigoskaravo_lYu_INDF
kaliwavalYigoskaravo kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigoskaravo_lYu_PRES
kaliwavalYigoskarave kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigoskarave_lYu_IMPH
kaliwavalYigoskarave kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigoskarave_lYu_DECL
kaliwavalYigoskarave kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigoskarave_lYu_RIS
kaliwavalYigoskara kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigoskara_lYu_3SF
kaliwavalYigoskaravA kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigoskaravA_lYu_INTR
kaliwavalYigoskaravU kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigoskaravU_lYu_INCL
kaliwavalYigoskaravo kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigoskaravo_lYu_DUB
kaliwavalYigoskaravo kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigoskaravo_lYu_INDF
kaliwavalYigoskaravo kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigoskaravo_lYu_PRES
kaliwavalYigoskarave kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigoskarave_lYu_IMPH
kaliwavalYigoskarave kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigoskarave_lYu_DECL
kaliwavalYigoskarave kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigoskarave_lYu_RIS
kaliwavalYigAgi kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigAgi_lYu_3SF
kaliwavalYigAgiyA kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigAgiyA_lYu_INTR
kaliwavalYigAgiyU kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigAgiyU_lYu_INCL
kaliwavalYigAgiyo kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigAgiyo_lYu_DUB
kaliwavalYigAgiyo kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigAgiyo_lYu_INDF
kaliwavalYigAgiyo kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigAgiyo_lYu_PRES
kaliwavalYigAgiye kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigAgiye_lYu_IMPH
kaliwavalYigAgiye kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigAgiye_lYu_DECL
kaliwavalYigAgiye kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigAgiye_lYu_RIS
kaliwavalYigAgi kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigAgi_lYu_3SF
kaliwavalYigAgiyA kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigAgiyA_lYu_INTR
kaliwavalYigAgiyU kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigAgiyU_lYu_INCL
kaliwavalYigAgiyo kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigAgiyo_lYu_DUB
kaliwavalYigAgiyo kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigAgiyo_lYu_INDF
