koVMxanu koVllu(V14)+Mxa_llu_PAST+anu_a_3SM   
koVlluvuMxakkkoVlliye koVllu(V14)+lluvuxu_llu_BEN+MxakkkoVlliye_xu_DECL
koVlluvuMxakkkoVlliye koVllu(V14)+lluvuxu_llu_BEN+MxakkkoVlliye_xu_RIS
koVlluvuMxakkkoVlliyA koVllu(V14)+lluvuxu_llu_PUR+MxakkkoVlliyA_xu_INTR
koVlluvuMxakkkoVlliyU koVllu(V14)+lluvuxu_llu_PUR+MxakkkoVlliyU_xu_INCL
koVlluvuMxakkkoVlliyo koVllu(V14)+lluvuxu_llu_PUR+MxakkkoVlliyo_xu_DUB
koVlluvuMxakkkoVlliyo koVllu(V14)+lluvuxu_llu_PUR+MxakkkoVlliyo_xu_INDF
koVlluvuMxakkkoVlliyo koVllu(V14)+lluvuxu_llu_PUR+MxakkkoVlliyo_xu_PRES
koVlluvuMxakkkoVlliye koVllu(V14)+lluvuxu_llu_PUR+MxakkkoVlliye_xu_IMPH
koVlluvuMxakkkoVlliye koVllu(V14)+lluvuxu_llu_PUR+MxakkkoVlliye_xu_DECL
koVlluvuMxakkkoVlliye koVllu(V14)+lluvuxu_llu_PUR+MxakkkoVlliye_xu_RIS
koVlluvuMxakkosugavA koVllu(V14)+lluvuxu_llu_BEN+MxakkosugavA_xu_INTR
koVlluvuMxakkosugavU koVllu(V14)+lluvuxu_llu_BEN+MxakkosugavU_xu_INCL
koVlluvuMxakkosugavo koVllu(V14)+lluvuxu_llu_BEN+Mxakkosugavo_xu_DUB
koVlluvuMxakkosugavo koVllu(V14)+lluvuxu_llu_BEN+Mxakkosugavo_xu_INDF
koVlluvuMxakkosugavo koVllu(V14)+lluvuxu_llu_BEN+Mxakkosugavo_xu_PRES
koVlluvuMxakkosugave koVllu(V14)+lluvuxu_llu_BEN+Mxakkosugave_xu_IMPH
koVlluvuMxakkosugave koVllu(V14)+lluvuxu_llu_BEN+Mxakkosugave_xu_DECL
koVlluvuMxakkosugave koVllu(V14)+lluvuxu_llu_BEN+Mxakkosugave_xu_RIS
koVlluvuMxakkosugavA koVllu(V14)+lluvuxu_llu_PUR+MxakkosugavA_xu_INTR
koVlluvuMxakkosugavU koVllu(V14)+lluvuxu_llu_PUR+MxakkosugavU_xu_INCL
koVlluvuMxakkosugavo koVllu(V14)+lluvuxu_llu_PUR+Mxakkosugavo_xu_DUB
koVlluvuMxakkosugavo koVllu(V14)+lluvuxu_llu_PUR+Mxakkosugavo_xu_INDF
koVlluvuMxakkosugavo koVllu(V14)+lluvuxu_llu_PUR+Mxakkosugavo_xu_PRES
koVlluvuMxakkosugave koVllu(V14)+lluvuxu_llu_PUR+Mxakkosugave_xu_IMPH
koVlluvuMxakkosugave koVllu(V14)+lluvuxu_llu_PUR+Mxakkosugave_xu_DECL
koVlluvuMxakkosugave koVllu(V14)+lluvuxu_llu_PUR+Mxakkosugave_xu_RIS
koVlluvuMxakkiMwalA koVllu(V14)+lluvuxu_llu_COMP+MxakkiMwalA_xu_INTR
koVlluvuMxakkiMwalU koVllu(V14)+lluvuxu_llu_COMP+MxakkiMwalU_xu_INCL
koVlluvuMxakkiMwalo koVllu(V14)+lluvuxu_llu_COMP+MxakkiMwalo_xu_DUB
koVlluvuMxakkiMwalo koVllu(V14)+lluvuxu_llu_COMP+MxakkiMwalo_xu_INDF
koVlluvuMxakkiMwalo koVllu(V14)+lluvuxu_llu_COMP+MxakkiMwalo_xu_PRES
koVlluvuMxakkiMwale koVllu(V14)+lluvuxu_llu_COMP+MxakkiMwale_xu_IMPH
koVlluvuMxakkiMwale koVllu(V14)+lluvuxu_llu_COMP+MxakkiMwale_xu_DECL
koVlluvuMxakkiMwale koVllu(V14)+lluvuxu_llu_COMP+MxakkiMwale_xu_RIS
koVlluvaMweVyA koVllu(V14)+lluva_llu_SIM+vaMweVyA_va_INTR
koVlluvaMweVyU koVllu(V14)+lluva_llu_SIM+vaMweVyU_va_INCL
koVlluvaMweVyo koVllu(V14)+lluva_llu_SIM+vaMweVyo_va_DUB
koVlluvaMweVyo koVllu(V14)+lluva_llu_SIM+vaMweVyo_va_INDF
koVlluvaMweVyo koVllu(V14)+lluva_llu_SIM+vaMweVyo_va_PRES
koVlluvaMweVye koVllu(V14)+lluva_llu_SIM+vaMweVye_va_IMPH
koVlluvaMweVye koVllu(V14)+lluva_llu_SIM+vaMweVye_va_DECL
koVlluvaMweVye koVllu(V14)+lluva_llu_SIM+vaMweVye_va_RIS
koVlluvuMxaroVMxigeVyA koVllu(V14)+lluvuxu_llu_SOC+MxaroVMxigeVyA_xu_INTR
koVlluvuMxaroVMxigeVyU koVllu(V14)+lluvuxu_llu_SOC+MxaroVMxigeVyU_xu_INCL
koVlluvuMxaroVMxigeVyo koVllu(V14)+lluvuxu_llu_SOC+MxaroVMxigeVyo_xu_DUB
koVlluvuMxaroVMxigeVyo koVllu(V14)+lluvuxu_llu_SOC+MxaroVMxigeVyo_xu_INDF
koVlluvuMxaroVMxigeVyo koVllu(V14)+lluvuxu_llu_SOC+MxaroVMxigeVyo_xu_PRES
koVlluvuMxaroVMxigeVye koVllu(V14)+lluvuxu_llu_SOC+MxaroVMxigeVye_xu_IMPH
koVlluvuMxaroVMxigeVye koVllu(V14)+lluvuxu_llu_SOC+MxaroVMxigeVye_xu_DECL
koVlluvuMxaroVMxigeVye koVllu(V14)+lluvuxu_llu_SOC+MxaroVMxigeVye_xu_RIS
koVlluvuMxaroVdaneVyA koVllu(V14)+lluvuxu_llu_SOC+MxaroVdaneVyA_xu_INTR
koVlluvuMxaroVdaneVyU koVllu(V14)+lluvuxu_llu_SOC+MxaroVdaneVyU_xu_INCL
koVlluvuMxaroVdaneVyo koVllu(V14)+lluvuxu_llu_SOC+MxaroVdaneVyo_xu_DUB
koVlluvuMxaroVdaneVyo koVllu(V14)+lluvuxu_llu_SOC+MxaroVdaneVyo_xu_INDF
koVlluvuMxaroVdaneVyo koVllu(V14)+lluvuxu_llu_SOC+MxaroVdaneVyo_xu_PRES
koVlluvuMxaroVdaneVye koVllu(V14)+lluvuxu_llu_SOC+MxaroVdaneVye_xu_IMPH
koVlluvuMxaroVdaneVye koVllu(V14)+lluvuxu_llu_SOC+MxaroVdaneVye_xu_DECL
koVlluvuMxaroVdaneVye koVllu(V14)+lluvuxu_llu_SOC+MxaroVdaneVye_xu_RIS


koVMxavanannu koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_ACC+nannu_nu_3SM
koVMxavanannA koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_ACC+nannA_nu_INTR
koVMxavanannU koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_ACC+nannU_nu_INCL
koVMxavananno koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_ACC+nanno_nu_DUB
koVMxavananno koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_ACC+nanno_nu_INDF
koVMxavananno koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_ACC+nanno_nu_PRES
koVMxavananne koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_ACC+nanne_nu_IMPH
koVMxavananne koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_ACC+nanne_nu_DECL
koVMxavananne koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_ACC+nanne_nu_RIS
koVMxavaniMMxa koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_INS+niMMxa_nu_3SM
koVMxavaniMMxalA koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_INS+niMMxalA_nu_INTR
koVMxavaniMMxalU koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_INS+niMMxalU_nu_INCL
koVMxavaniMMxalo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_INS+niMMxalo_nu_DUB
koVMxavaniMMxalo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_INS+niMMxalo_nu_INDF
koVMxavaniMMxalo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_INS+niMMxalo_nu_PRES
koVMxavaniMMxale koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_INS+niMMxale_nu_IMPH
koVMxavaniMMxale koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_INS+niMMxale_nu_DECL
koVMxavaniMMxale koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_INS+niMMxale_nu_RIS
koVMxavanalligeV koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_DAT+nalligeV_nu_3SM
koVMxavanalligeVyA koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_DAT+nalligeVyA_nu_INTR
koVMxavanalligeVyU koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_DAT+nalligeVyU_nu_INCL
koVMxavanalligeVyo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_DAT+nalligeVyo_nu_DUB
koVMxavanalligeVyo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_DAT+nalligeVyo_nu_INDF
koVMxavanalligeVyo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_DAT+nalligeVyo_nu_PRES
koVMxavanalligeVye koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_DAT+nalligeVye_nu_IMPH
koVMxavanalligeVye koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_DAT+nalligeVye_nu_DECL
koVMxavanalligeVye koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_DAT+nalligeVye_nu_RIS
koVMxavaniMMxa  koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_ABL+niMMxa_nu_3SM
koVMxavaniMMxalA koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_ABL+niMMxalA_nu_INTR
koVMxavaniMMxalU koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_ABL+niMMxalU_nu_INCL
koVMxavaniMMxalo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_ABL+niMMxalo_nu_DUB
koVMxavaniMMxalo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_ABL+niMMxalo_nu_INDF
koVMxavaniMMxalo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_ABL+niMMxalo_nu_PRES
koVMxavaniMMxale koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_ABL+niMMxale_nu_IMPH
koVMxavaniMMxale koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_ABL+niMMxale_nu_DECL
koVMxavaniMMxale koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_ABL+niMMxale_nu_RIS
koVMxavana koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_GEN+na_nu_3SM
koVMxavanalli koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_LOC+nalli_nu_3SM
koVMxavanalliyA koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_LOC+nalliyA_nu_INTR
koVMxavanalliyU koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_LOC+nalliyU_nu_INCL
koVMxavanalliyo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_LOC+nalliyo_nu_DUB
koVMxavanalliyo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_LOC+nalliyo_nu_INDF
koVMxavanalliyo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_LOC+nalliyo_nu_PRES
koVMxavanalliye koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_LOC+nalliye_nu_IMPH
koVMxavanalliye koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_LOC+nalliye_nu_DECL
koVMxavanalliye koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_LOC+nalliye_nu_RIS
koVMxavanigoskara koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigoskara_nu_3SM
koVMxavanigoskaravA koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigoskaravA_nu_INTR
koVMxavanigoskaravU koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigoskaravU_nu_INCL
koVMxavanigoskaravo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigoskaravo_nu_DUB
koVMxavanigoskaravo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigoskaravo_nu_INDF
koVMxavanigoskaravo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigoskaravo_nu_PRES
koVMxavanigoskarave koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigoskarave_nu_IMPH
koVMxavanigoskarave koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigoskarave_nu_DECL
koVMxavanigoskarave koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigoskarave_nu_RIS
koVMxavanigoskara koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigoskara_nu_3SM
koVMxavanigoskaravA koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigoskaravA_nu_INTR
koVMxavanigoskaravU koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigoskaravU_nu_INCL
koVMxavanigoskaravo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigoskaravo_nu_DUB
koVMxavanigoskaravo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigoskaravo_nu_INDF
koVMxavanigoskaravo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigoskaravo_nu_PRES
koVMxavanigoskarave koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigoskarave_nu_IMPH
koVMxavanigoskarave koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigoskarave_nu_DECL
koVMxavanigoskarave koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigoskarave_nu_RIS
koVMxavanigAgi koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigAgi_nu_3SM
koVMxavanigAgiyA koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigAgiyA_nu_INTR
koVMxavanigAgiyU koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigAgiyU_nu_INCL
koVMxavanigAgiyo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigAgiyo_nu_DUB
koVMxavanigAgiyo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigAgiyo_nu_INDF
koVMxavanigAgiyo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigAgiyo_nu_PRES
koVMxavanigAgiye koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigAgiye_nu_IMPH
koVMxavanigAgiye koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigAgiye_nu_DECL
koVMxavanigAgiye koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigAgiye_nu_RIS
koVMxavanigAgi koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigAgi_nu_3SM
koVMxavanigAgiyA koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigAgiyA_nu_INTR
koVMxavanigAgiyU koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigAgiyU_nu_INCL
koVMxavanigAgiyo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigAgiyo_nu_DUB
koVMxavanigAgiyo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigAgiyo_nu_INDF
koVMxavanigAgiyo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigAgiyo_nu_PRES
koVMxavanigAgiye koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigAgiye_nu_IMPH
koVMxavanigAgiye koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigAgiye_nu_DECL
koVMxavanigAgiye koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigAgiye_nu_RIS
koVMxavanigosuga koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigosuga_nu_3SM
koVMxavanigosugavA koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigosugavA_nu_INTR
koVMxavanigosugavU koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigosugavU_nu_INCL
koVMxavanigosugavo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigosugavo_nu_DUB
koVMxavanigosugavo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigosugavo_nu_INDF
koVMxavanigosugavo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigosugavo_nu_PRES
koVMxavanigosugave koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigosugave_nu_IMPH
koVMxavanigosugave koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigosugave_nu_DECL
koVMxavanigosugave koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_BEN+nigosugave_nu_RIS
koVMxavanigosuga koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigosuga_nu_3SM
koVMxavanigosugavA koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigosugavA_nu_INTR
koVMxavanigosugavU koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigosugavU_nu_INCL
koVMxavanigosugavo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigosugavo_nu_DUB
koVMxavanigosugavo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigosugavo_nu_INDF
koVMxavanigosugavo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigosugavo_nu_PRES
koVMxavanigosugave koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigosugave_nu_IMPH
koVMxavanigosugave koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigosugave_nu_DECL
koVMxavanigosugave koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_PUR+nigosugave_nu_RIS
koVMxavanigiMxa koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_COMP+nigiMxa_nu_3SM
koVMxavanigiMxalA koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_COMP+nigiMxalA_nu_INTR
koVMxavanigiMxalU koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_COMP+nigiMxalU_nu_INCL
koVMxavanigiMxalo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_COMP+nigiMxalo_nu_DUB
koVMxavanigiMxalo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_COMP+nigiMxalo_nu_INDF
koVMxavanigiMxalo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_COMP+nigiMxalo_nu_PRES
koVMxavanigiMxale koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_COMP+nigiMxale_nu_IMPH
koVMxavanigiMxale koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_COMP+nigiMxale_nu_DECL
koVMxavanigiMxale koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_COMP+nigiMxale_nu_RIS
koVMxavanaxeV koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SIM+naxeV_nu_3SM
koVMxavanaxeVyA koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SIM+naxeVyA_nu_INTR
koVMxavanaxeVyU koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SIM+naxeVyU_nu_INCL
koVMxavanaxeVyo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SIM+naxeVyo_nu_DUB
koVMxavanaxeVyo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SIM+naxeVyo_nu_INDF
koVMxavanaxeVyo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SIM+naxeVyo_nu_PRES
koVMxavanaxeVye koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SIM+naxeVye_nu_IMPH
koVMxavanaxeVye koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SIM+naxeVye_nu_DECL
koVMxavanaxeVye koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SIM+naxeVye_nu_RIS
koVMxavanoVdaneV koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SOC+noVdaneV_nu_3SM
koVMxavanoVdaneVyA koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SOC+noVdaneVyA_nu_INTR
koVMxavanoVdaneVyU koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SOC+noVdaneVyU_nu_INCL
koVMxavanoVdaneVyo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SOC+noVdaneVyo_nu_DUB
koVMxavanoVdaneVyo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SOC+noVdaneVyo_nu_INDF
koVMxavanoVdaneVyo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SOC+noVdaneVyo_nu_PRES
koVMxavanoVdaneVye koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SOC+noVdaneVye_nu_IMPH
koVMxavanoVdaneVye koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SOC+noVdaneVye_nu_DECL
koVMxavanoVdaneVye koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SOC+noVdaneVye_nu_RIS
koVMxavanoVMxigeV koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SOC+noVMxigeV_nu_3SM
koVMxavanoVMxigeVyA koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SOC+noVMxigeVyA_nu_INTR
koVMxavanoVMxigeVyU koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SOC+noVMxigeVyU_nu_INCL
koVMxavanoVMxigeVyo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SOC+noVMxigeVyo_nu_DUB
koVMxavanoVMxigeVyo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SOC+noVMxigeVyo_nu_INDF
koVMxavanoVMxigeVyo koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SOC+noVMxigeVyo_nu_PRES
koVMxavanoVMxigeVye koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SOC+noVMxigeVye_nu_IMPH
koVMxavanoVMxigeVye koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SOC+noVMxigeVye_nu_DECL
koVMxavanoVMxigeVye koVllu(V4)+Mxa_llu_PRP+Mxavanu_Mxa_SOC+noVMxigeVye_nu_RIS
koVMxavalYannu koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_ACC+lYannu_lYu_3SF
koVMxavalYannA koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_ACC+lYannA_lYu_INTR
koVMxavalYannU koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_ACC+lYannU_lYu_INCL
koVMxavalYanno koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_ACC+lYanno_lYu_DUB
koVMxavalYanno koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_ACC+lYanno_lYu_INDF
koVMxavalYanno koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_ACC+lYanno_lYu_PRES
koVMxavalYanne koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_ACC+lYanne_lYu_IMPH
koVMxavalYanne koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_ACC+lYanne_lYu_DECL
koVMxavalYanne koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_ACC+lYanne_lYu_RIS
koVMxavalYiMMxa koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_INS+lYiMMxa_lYu_3SF
koVMxavalYiMMxalA koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_INS+lYiMMxalA_lYu_INTR
koVMxavalYiMMxalU koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_INS+lYiMMxalU_lYu_INCL
koVMxavalYiMMxalo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_INS+lYiMMxalo_lYu_DUB
koVMxavalYiMMxalo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_INS+lYiMMxalo_lYu_INDF
koVMxavalYiMMxalo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_INS+lYiMMxalo_lYu_PRES
koVMxavalYiMMxale koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_INS+lYiMMxale_lYu_IMPH
koVMxavalYiMMxale koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_INS+lYiMMxale_lYu_DECL
koVMxavalYiMMxale koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_INS+lYiMMxale_lYu_RIS
koVMxavalYigeV koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_DAT+lYigeV_lYu_3SF
koVMxavalYigeVyA koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_DAT+lYigeVyA_lYu_INTR
koVMxavalYigeVyU koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_DAT+lYigeVyU_lYu_INCL
koVMxavalYigeVyo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_DAT+lYigeVyo_lYu_DUB
koVMxavalYigeVyo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_DAT+lYigeVyo_lYu_INDF
koVMxavalYigeVyo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_DAT+lYigeVyo_lYu_PRES
koVMxavalYigeVye koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_DAT+lYigeVye_lYu_IMPH
koVMxavalYigeVye koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_DAT+lYigeVye_lYu_DECL
koVMxavalYigeVye koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_DAT+lYigeVye_lYu_RIS
koVMxavalYiMMxa  koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_ABL+lYiMMxa_lYu_3SF
koVMxavalYiMMxalA koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_ABL+lYiMMxalA_lYu_INTR
koVMxavalYiMMxalU koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_ABL+lYiMMxalU_lYu_INCL
koVMxavalYiMMxalo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_ABL+lYiMMxalo_lYu_DUB
koVMxavalYiMMxalo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_ABL+lYiMMxalo_lYu_INDF
koVMxavalYiMMxalo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_ABL+lYiMMxalo_lYu_PRES
koVMxavalYiMMxale koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_ABL+lYiMMxale_lYu_IMPH
koVMxavalYiMMxale koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_ABL+lYiMMxale_lYu_DECL
koVMxavalYiMMxale koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_ABL+lYiMMxale_lYu_RIS
