koVyxanu koVyyu(V13)+xa_yu_PAST+anu_a_3SM   
koVyyuvuxaralliye koVyyu(V13)+yuvuxu_yu_LOC+xaralliye_xu_IMPH
koVyyuvuxaralliye koVyyu(V13)+yuvuxu_yu_LOC+xaralliye_xu_DECL
koVyyuvuxaralliye koVyyu(V13)+yuvuxu_yu_LOC+xaralliye_xu_RIS
koVyyuvuxakkosAyravA koVyyu(V13)+yuvuxu_yu_BEN+xakkosAyravA_xu_INTR
koVyyuvuxakkosAyravU koVyyu(V13)+yuvuxu_yu_BEN+xakkosAyravU_xu_INCL
koVyyuvuxakkosAyravo koVyyu(V13)+yuvuxu_yu_BEN+xakkosAyravo_xu_DUB
koVyyuvuxakkosAyravo koVyyu(V13)+yuvuxu_yu_BEN+xakkosAyravo_xu_INDF
koVyyuvuxakkosAyravo koVyyu(V13)+yuvuxu_yu_BEN+xakkosAyravo_xu_PRES
koVyyuvuxakkosAyrave koVyyu(V13)+yuvuxu_yu_BEN+xakkosAyrave_xu_IMPH
koVyyuvuxakkosAyrave koVyyu(V13)+yuvuxu_yu_BEN+xakkosAyrave_xu_DECL
koVyyuvuxakkosAyrave koVyyu(V13)+yuvuxu_yu_BEN+xakkosAyrave_xu_RIS
koVyyuvuxakkosAyravA koVyyu(V13)+yuvuxu_yu_PUR+xakkosAyravA_xu_INTR
koVyyuvuxakkosAyravU koVyyu(V13)+yuvuxu_yu_PUR+xakkosAyravU_xu_INCL
koVyyuvuxakkosAyravo koVyyu(V13)+yuvuxu_yu_PUR+xakkosAyravo_xu_DUB
koVyyuvuxakkosAyravo koVyyu(V13)+yuvuxu_yu_PUR+xakkosAyravo_xu_INDF
koVyyuvuxakkosAyravo koVyyu(V13)+yuvuxu_yu_PUR+xakkosAyravo_xu_PRES
koVyyuvuxakkosAyrave koVyyu(V13)+yuvuxu_yu_PUR+xakkosAyrave_xu_IMPH
koVyyuvuxakkosAyrave koVyyu(V13)+yuvuxu_yu_PUR+xakkosAyrave_xu_DECL
koVyyuvuxakkosAyrave koVyyu(V13)+yuvuxu_yu_PUR+xakkosAyrave_xu_RIS
koVyyuvuxakkAyiyA koVyyu(V13)+yuvuxu_yu_BEN+xakkAyiyA_xu_INTR
koVyyuvuxakkAyiyU koVyyu(V13)+yuvuxu_yu_BEN+xakkAyiyU_xu_INCL
koVyyuvuxakkAyiyo koVyyu(V13)+yuvuxu_yu_BEN+xakkAyiyo_xu_DUB
koVyyuvuxakkAyiyo koVyyu(V13)+yuvuxu_yu_BEN+xakkAyiyo_xu_INDF
koVyyuvuxakkAyiyo koVyyu(V13)+yuvuxu_yu_BEN+xakkAyiyo_xu_PRES
koVyyuvuxakkAyiye koVyyu(V13)+yuvuxu_yu_BEN+xakkAyiye_xu_IMPH
koVyyuvuxakkAyiye koVyyu(V13)+yuvuxu_yu_BEN+xakkAyiye_xu_DECL
koVyyuvuxakkAyiye koVyyu(V13)+yuvuxu_yu_BEN+xakkAyiye_xu_RIS
koVyyuvuxakkAyiyA koVyyu(V13)+yuvuxu_yu_PUR+xakkAyiyA_xu_INTR
koVyyuvuxakkAyiyU koVyyu(V13)+yuvuxu_yu_PUR+xakkAyiyU_xu_INCL
koVyyuvuxakkAyiyo koVyyu(V13)+yuvuxu_yu_PUR+xakkAyiyo_xu_DUB
koVyyuvuxakkAyiyo koVyyu(V13)+yuvuxu_yu_PUR+xakkAyiyo_xu_INDF
koVyyuvuxakkAyiyo koVyyu(V13)+yuvuxu_yu_PUR+xakkAyiyo_xu_PRES
koVyyuvuxakkAyiye koVyyu(V13)+yuvuxu_yu_PUR+xakkAyiye_xu_IMPH
koVyyuvuxakkAyiye koVyyu(V13)+yuvuxu_yu_PUR+xakkAyiye_xu_DECL
koVyyuvuxakkAyiye koVyyu(V13)+yuvuxu_yu_PUR+xakkAyiye_xu_RIS
koVyyuvuxakkosugavA koVyyu(V13)+yuvuxu_yu_BEN+xakkosugavA_xu_INTR
koVyyuvuxakkosugavU koVyyu(V13)+yuvuxu_yu_BEN+xakkosugavU_xu_INCL
koVyyuvuxakkosugavo koVyyu(V13)+yuvuxu_yu_BEN+xakkosugavo_xu_DUB
koVyyuvuxakkosugavo koVyyu(V13)+yuvuxu_yu_BEN+xakkosugavo_xu_INDF
koVyyuvuxakkosugavo koVyyu(V13)+yuvuxu_yu_BEN+xakkosugavo_xu_PRES
koVyyuvuxakkosugave koVyyu(V13)+yuvuxu_yu_BEN+xakkosugave_xu_IMPH
koVyyuvuxakkosugave koVyyu(V13)+yuvuxu_yu_BEN+xakkosugave_xu_DECL
koVyyuvuxakkosugave koVyyu(V13)+yuvuxu_yu_BEN+xakkosugave_xu_RIS
koVyyuvuxakkosugavA koVyyu(V13)+yuvuxu_yu_PUR+xakkosugavA_xu_INTR
koVyyuvuxakkosugavU koVyyu(V13)+yuvuxu_yu_PUR+xakkosugavU_xu_INCL
koVyyuvuxakkosugavo koVyyu(V13)+yuvuxu_yu_PUR+xakkosugavo_xu_DUB
koVyyuvuxakkosugavo koVyyu(V13)+yuvuxu_yu_PUR+xakkosugavo_xu_INDF
koVyyuvuxakkosugavo koVyyu(V13)+yuvuxu_yu_PUR+xakkosugavo_xu_PRES
koVyyuvuxakkosugave koVyyu(V13)+yuvuxu_yu_PUR+xakkosugave_xu_IMPH
koVyyuvuxakkosugave koVyyu(V13)+yuvuxu_yu_PUR+xakkosugave_xu_DECL
koVyyuvuxakkosugave koVyyu(V13)+yuvuxu_yu_PUR+xakkosugave_xu_RIS
koVyyuvuxakkiMwalA koVyyu(V13)+yuvuxu_yu_COMP+xakkiMwalA_xu_INTR
koVyyuvuxakkiMwalU koVyyu(V13)+yuvuxu_yu_COMP+xakkiMwalU_xu_INCL
koVyyuvuxakkiMwalo koVyyu(V13)+yuvuxu_yu_COMP+xakkiMwalo_xu_DUB
koVyyuvuxakkiMwalo koVyyu(V13)+yuvuxu_yu_COMP+xakkiMwalo_xu_INDF
koVyyuvuxakkiMwalo koVyyu(V13)+yuvuxu_yu_COMP+xakkiMwalo_xu_PRES
koVyyuvuxakkiMwale koVyyu(V13)+yuvuxu_yu_COMP+xakkiMwale_xu_IMPH
koVyyuvuxakkiMwale koVyyu(V13)+yuvuxu_yu_COMP+xakkiMwale_xu_DECL
koVyyuvuxakkiMwale koVyyu(V13)+yuvuxu_yu_COMP+xakkiMwale_xu_RIS
koVyyuvaMweVyA koVyyu(V13)+yuva_yu_SIM+vaMweVyA_va_INTR
koVyyuvaMweVyU koVyyu(V13)+yuva_yu_SIM+vaMweVyU_va_INCL
koVyyuvaMweVyo koVyyu(V13)+yuva_yu_SIM+vaMweVyo_va_DUB
koVyyuvaMweVyo koVyyu(V13)+yuva_yu_SIM+vaMweVyo_va_INDF
koVyyuvaMweVyo koVyyu(V13)+yuva_yu_SIM+vaMweVyo_va_PRES
koVyyuvaMweVye koVyyu(V13)+yuva_yu_SIM+vaMweVye_va_IMPH
koVyyuvaMweVye koVyyu(V13)+yuva_yu_SIM+vaMweVye_va_DECL
koVyyuvaMweVye koVyyu(V13)+yuva_yu_SIM+vaMweVye_va_RIS
koVyyuvuxaroVMxigeVyA koVyyu(V13)+yuvuxu_yu_SOC+xaroVMxigeVyA_xu_INTR
koVyyuvuxaroVMxigeVyU koVyyu(V13)+yuvuxu_yu_SOC+xaroVMxigeVyU_xu_INCL
koVyyuvuxaroVMxigeVyo koVyyu(V13)+yuvuxu_yu_SOC+xaroVMxigeVyo_xu_DUB
koVyyuvuxaroVMxigeVyo koVyyu(V13)+yuvuxu_yu_SOC+xaroVMxigeVyo_xu_INDF
koVyyuvuxaroVMxigeVyo koVyyu(V13)+yuvuxu_yu_SOC+xaroVMxigeVyo_xu_PRES
koVyyuvuxaroVMxigeVye koVyyu(V13)+yuvuxu_yu_SOC+xaroVMxigeVye_xu_IMPH
koVyyuvuxaroVMxigeVye koVyyu(V13)+yuvuxu_yu_SOC+xaroVMxigeVye_xu_DECL
koVyyuvuxaroVMxigeVye koVyyu(V13)+yuvuxu_yu_SOC+xaroVMxigeVye_xu_RIS
koVyyuvuxaroVdaneVyA koVyyu(V13)+yuvuxu_yu_SOC+xaroVdaneVyA_xu_INTR
koVyyuvuxaroVdaneVyU koVyyu(V13)+yuvuxu_yu_SOC+xaroVdaneVyU_xu_INCL
koVyyuvuxaroVdaneVyo koVyyu(V13)+yuvuxu_yu_SOC+xaroVdaneVyo_xu_DUB
koVyyuvuxaroVdaneVyo koVyyu(V13)+yuvuxu_yu_SOC+xaroVdaneVyo_xu_INDF
koVyyuvuxaroVdaneVyo koVyyu(V13)+yuvuxu_yu_SOC+xaroVdaneVyo_xu_PRES
koVyyuvuxaroVdaneVye koVyyu(V13)+yuvuxu_yu_SOC+xaroVdaneVye_xu_IMPH
koVyyuvuxaroVdaneVye koVyyu(V13)+yuvuxu_yu_SOC+xaroVdaneVye_xu_DECL
koVyyuvuxaroVdaneVye koVyyu(V13)+yuvuxu_yu_SOC+xaroVdaneVye_xu_RIS


koVyxavanannu koVyyu(V4)+xa_yu_PRP+xavanu_xa_ACC+nannu_nu_3SM
koVyxavanannA koVyyu(V4)+xa_yu_PRP+xavanu_xa_ACC+nannA_nu_INTR
koVyxavanannU koVyyu(V4)+xa_yu_PRP+xavanu_xa_ACC+nannU_nu_INCL
koVyxavananno koVyyu(V4)+xa_yu_PRP+xavanu_xa_ACC+nanno_nu_DUB
koVyxavananno koVyyu(V4)+xa_yu_PRP+xavanu_xa_ACC+nanno_nu_INDF
koVyxavananno koVyyu(V4)+xa_yu_PRP+xavanu_xa_ACC+nanno_nu_PRES
koVyxavananne koVyyu(V4)+xa_yu_PRP+xavanu_xa_ACC+nanne_nu_IMPH
koVyxavananne koVyyu(V4)+xa_yu_PRP+xavanu_xa_ACC+nanne_nu_DECL
koVyxavananne koVyyu(V4)+xa_yu_PRP+xavanu_xa_ACC+nanne_nu_RIS
koVyxavaniMxa koVyyu(V4)+xa_yu_PRP+xavanu_xa_INS+niMxa_nu_3SM
koVyxavaniMxalA koVyyu(V4)+xa_yu_PRP+xavanu_xa_INS+niMxalA_nu_INTR
koVyxavaniMxalU koVyyu(V4)+xa_yu_PRP+xavanu_xa_INS+niMxalU_nu_INCL
koVyxavaniMxalo koVyyu(V4)+xa_yu_PRP+xavanu_xa_INS+niMxalo_nu_DUB
koVyxavaniMxalo koVyyu(V4)+xa_yu_PRP+xavanu_xa_INS+niMxalo_nu_INDF
koVyxavaniMxalo koVyyu(V4)+xa_yu_PRP+xavanu_xa_INS+niMxalo_nu_PRES
koVyxavaniMxale koVyyu(V4)+xa_yu_PRP+xavanu_xa_INS+niMxale_nu_IMPH
koVyxavaniMxale koVyyu(V4)+xa_yu_PRP+xavanu_xa_INS+niMxale_nu_DECL
koVyxavaniMxale koVyyu(V4)+xa_yu_PRP+xavanu_xa_INS+niMxale_nu_RIS
koVyxavanalligeV koVyyu(V4)+xa_yu_PRP+xavanu_xa_DAT+nalligeV_nu_3SM
koVyxavanalligeVyA koVyyu(V4)+xa_yu_PRP+xavanu_xa_DAT+nalligeVyA_nu_INTR
koVyxavanalligeVyU koVyyu(V4)+xa_yu_PRP+xavanu_xa_DAT+nalligeVyU_nu_INCL
koVyxavanalligeVyo koVyyu(V4)+xa_yu_PRP+xavanu_xa_DAT+nalligeVyo_nu_DUB
koVyxavanalligeVyo koVyyu(V4)+xa_yu_PRP+xavanu_xa_DAT+nalligeVyo_nu_INDF
koVyxavanalligeVyo koVyyu(V4)+xa_yu_PRP+xavanu_xa_DAT+nalligeVyo_nu_PRES
koVyxavanalligeVye koVyyu(V4)+xa_yu_PRP+xavanu_xa_DAT+nalligeVye_nu_IMPH
koVyxavanalligeVye koVyyu(V4)+xa_yu_PRP+xavanu_xa_DAT+nalligeVye_nu_DECL
koVyxavanalligeVye koVyyu(V4)+xa_yu_PRP+xavanu_xa_DAT+nalligeVye_nu_RIS
koVyxavaniMxa  koVyyu(V4)+xa_yu_PRP+xavanu_xa_ABL+niMxa_nu_3SM
koVyxavaniMxalA koVyyu(V4)+xa_yu_PRP+xavanu_xa_ABL+niMxalA_nu_INTR
koVyxavaniMxalU koVyyu(V4)+xa_yu_PRP+xavanu_xa_ABL+niMxalU_nu_INCL
koVyxavaniMxalo koVyyu(V4)+xa_yu_PRP+xavanu_xa_ABL+niMxalo_nu_DUB
koVyxavaniMxalo koVyyu(V4)+xa_yu_PRP+xavanu_xa_ABL+niMxalo_nu_INDF
koVyxavaniMxalo koVyyu(V4)+xa_yu_PRP+xavanu_xa_ABL+niMxalo_nu_PRES
koVyxavaniMxale koVyyu(V4)+xa_yu_PRP+xavanu_xa_ABL+niMxale_nu_IMPH
koVyxavaniMxale koVyyu(V4)+xa_yu_PRP+xavanu_xa_ABL+niMxale_nu_DECL
koVyxavaniMxale koVyyu(V4)+xa_yu_PRP+xavanu_xa_ABL+niMxale_nu_RIS
koVyxavana koVyyu(V4)+xa_yu_PRP+xavanu_xa_GEN+na_nu_3SM
koVyxavanalli koVyyu(V4)+xa_yu_PRP+xavanu_xa_LOC+nalli_nu_3SM
koVyxavanalliyA koVyyu(V4)+xa_yu_PRP+xavanu_xa_LOC+nalliyA_nu_INTR
koVyxavanalliyU koVyyu(V4)+xa_yu_PRP+xavanu_xa_LOC+nalliyU_nu_INCL
koVyxavanalliyo koVyyu(V4)+xa_yu_PRP+xavanu_xa_LOC+nalliyo_nu_DUB
koVyxavanalliyo koVyyu(V4)+xa_yu_PRP+xavanu_xa_LOC+nalliyo_nu_INDF
koVyxavanalliyo koVyyu(V4)+xa_yu_PRP+xavanu_xa_LOC+nalliyo_nu_PRES
koVyxavanalliye koVyyu(V4)+xa_yu_PRP+xavanu_xa_LOC+nalliye_nu_IMPH
koVyxavanalliye koVyyu(V4)+xa_yu_PRP+xavanu_xa_LOC+nalliye_nu_DECL
koVyxavanalliye koVyyu(V4)+xa_yu_PRP+xavanu_xa_LOC+nalliye_nu_RIS
koVyxavanigosAyra koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigosAyra_nu_3SM
koVyxavanigosAyravA koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigosAyravA_nu_INTR
koVyxavanigosAyravU koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigosAyravU_nu_INCL
koVyxavanigosAyravo koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigosAyravo_nu_DUB
koVyxavanigosAyravo koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigosAyravo_nu_INDF
koVyxavanigosAyravo koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigosAyravo_nu_PRES
koVyxavanigosAyrave koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigosAyrave_nu_IMPH
koVyxavanigosAyrave koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigosAyrave_nu_DECL
koVyxavanigosAyrave koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigosAyrave_nu_RIS
koVyxavanigosAyra koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigosAyra_nu_3SM
koVyxavanigosAyravA koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigosAyravA_nu_INTR
koVyxavanigosAyravU koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigosAyravU_nu_INCL
koVyxavanigosAyravo koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigosAyravo_nu_DUB
koVyxavanigosAyravo koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigosAyravo_nu_INDF
koVyxavanigosAyravo koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigosAyravo_nu_PRES
koVyxavanigosAyrave koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigosAyrave_nu_IMPH
koVyxavanigosAyrave koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigosAyrave_nu_DECL
koVyxavanigosAyrave koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigosAyrave_nu_RIS
koVyxavanigAyi koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigAyi_nu_3SM
koVyxavanigAyiyA koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigAyiyA_nu_INTR
koVyxavanigAyiyU koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigAyiyU_nu_INCL
koVyxavanigAyiyo koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigAyiyo_nu_DUB
koVyxavanigAyiyo koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigAyiyo_nu_INDF
koVyxavanigAyiyo koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigAyiyo_nu_PRES
koVyxavanigAyiye koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigAyiye_nu_IMPH
koVyxavanigAyiye koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigAyiye_nu_DECL
koVyxavanigAyiye koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigAyiye_nu_RIS
koVyxavanigAyi koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigAyi_nu_3SM
koVyxavanigAyiyA koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigAyiyA_nu_INTR
koVyxavanigAyiyU koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigAyiyU_nu_INCL
koVyxavanigAyiyo koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigAyiyo_nu_DUB
koVyxavanigAyiyo koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigAyiyo_nu_INDF
koVyxavanigAyiyo koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigAyiyo_nu_PRES
koVyxavanigAyiye koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigAyiye_nu_IMPH
koVyxavanigAyiye koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigAyiye_nu_DECL
koVyxavanigAyiye koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigAyiye_nu_RIS
koVyxavanigosuga koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigosuga_nu_3SM
koVyxavanigosugavA koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigosugavA_nu_INTR
koVyxavanigosugavU koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigosugavU_nu_INCL
koVyxavanigosugavo koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigosugavo_nu_DUB
koVyxavanigosugavo koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigosugavo_nu_INDF
koVyxavanigosugavo koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigosugavo_nu_PRES
koVyxavanigosugave koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigosugave_nu_IMPH
koVyxavanigosugave koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigosugave_nu_DECL
koVyxavanigosugave koVyyu(V4)+xa_yu_PRP+xavanu_xa_BEN+nigosugave_nu_RIS
koVyxavanigosuga koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigosuga_nu_3SM
koVyxavanigosugavA koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigosugavA_nu_INTR
koVyxavanigosugavU koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigosugavU_nu_INCL
koVyxavanigosugavo koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigosugavo_nu_DUB
koVyxavanigosugavo koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigosugavo_nu_INDF
koVyxavanigosugavo koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigosugavo_nu_PRES
koVyxavanigosugave koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigosugave_nu_IMPH
koVyxavanigosugave koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigosugave_nu_DECL
koVyxavanigosugave koVyyu(V4)+xa_yu_PRP+xavanu_xa_PUR+nigosugave_nu_RIS
koVyxavanigixa koVyyu(V4)+xa_yu_PRP+xavanu_xa_COMP+nigixa_nu_3SM
koVyxavanigixalA koVyyu(V4)+xa_yu_PRP+xavanu_xa_COMP+nigixalA_nu_INTR
koVyxavanigixalU koVyyu(V4)+xa_yu_PRP+xavanu_xa_COMP+nigixalU_nu_INCL
koVyxavanigixalo koVyyu(V4)+xa_yu_PRP+xavanu_xa_COMP+nigixalo_nu_DUB
koVyxavanigixalo koVyyu(V4)+xa_yu_PRP+xavanu_xa_COMP+nigixalo_nu_INDF
koVyxavanigixalo koVyyu(V4)+xa_yu_PRP+xavanu_xa_COMP+nigixalo_nu_PRES
koVyxavanigixale koVyyu(V4)+xa_yu_PRP+xavanu_xa_COMP+nigixale_nu_IMPH
koVyxavanigixale koVyyu(V4)+xa_yu_PRP+xavanu_xa_COMP+nigixale_nu_DECL
koVyxavanigixale koVyyu(V4)+xa_yu_PRP+xavanu_xa_COMP+nigixale_nu_RIS
koVyxavankoVyxeV koVyyu(V4)+xa_yu_PRP+xavanu_xa_SIM+nkoVyxeV_nu_3SM
koVyxavankoVyxeVyA koVyyu(V4)+xa_yu_PRP+xavanu_xa_SIM+nkoVyxeVyA_nu_INTR
koVyxavankoVyxeVyU koVyyu(V4)+xa_yu_PRP+xavanu_xa_SIM+nkoVyxeVyU_nu_INCL
koVyxavankoVyxeVyo koVyyu(V4)+xa_yu_PRP+xavanu_xa_SIM+nkoVyxeVyo_nu_DUB
koVyxavankoVyxeVyo koVyyu(V4)+xa_yu_PRP+xavanu_xa_SIM+nkoVyxeVyo_nu_INDF
koVyxavankoVyxeVyo koVyyu(V4)+xa_yu_PRP+xavanu_xa_SIM+nkoVyxeVyo_nu_PRES
koVyxavankoVyxeVye koVyyu(V4)+xa_yu_PRP+xavanu_xa_SIM+nkoVyxeVye_nu_IMPH
koVyxavankoVyxeVye koVyyu(V4)+xa_yu_PRP+xavanu_xa_SIM+nkoVyxeVye_nu_DECL
koVyxavankoVyxeVye koVyyu(V4)+xa_yu_PRP+xavanu_xa_SIM+nkoVyxeVye_nu_RIS
koVyxavanoVdaneV koVyyu(V4)+xa_yu_PRP+xavanu_xa_SOC+noVdaneV_nu_3SM
koVyxavanoVdaneVyA koVyyu(V4)+xa_yu_PRP+xavanu_xa_SOC+noVdaneVyA_nu_INTR
koVyxavanoVdaneVyU koVyyu(V4)+xa_yu_PRP+xavanu_xa_SOC+noVdaneVyU_nu_INCL
koVyxavanoVdaneVyo koVyyu(V4)+xa_yu_PRP+xavanu_xa_SOC+noVdaneVyo_nu_DUB
koVyxavanoVdaneVyo koVyyu(V4)+xa_yu_PRP+xavanu_xa_SOC+noVdaneVyo_nu_INDF
koVyxavanoVdaneVyo koVyyu(V4)+xa_yu_PRP+xavanu_xa_SOC+noVdaneVyo_nu_PRES
koVyxavanoVdaneVye koVyyu(V4)+xa_yu_PRP+xavanu_xa_SOC+noVdaneVye_nu_IMPH
koVyxavanoVdaneVye koVyyu(V4)+xa_yu_PRP+xavanu_xa_SOC+noVdaneVye_nu_DECL
koVyxavanoVdaneVye koVyyu(V4)+xa_yu_PRP+xavanu_xa_SOC+noVdaneVye_nu_RIS
koVyxavanoVMxigeV koVyyu(V4)+xa_yu_PRP+xavanu_xa_SOC+noVMxigeV_nu_3SM
koVyxavanoVMxigeVyA koVyyu(V4)+xa_yu_PRP+xavanu_xa_SOC+noVMxigeVyA_nu_INTR
koVyxavanoVMxigeVyU koVyyu(V4)+xa_yu_PRP+xavanu_xa_SOC+noVMxigeVyU_nu_INCL
koVyxavanoVMxigeVyo koVyyu(V4)+xa_yu_PRP+xavanu_xa_SOC+noVMxigeVyo_nu_DUB
koVyxavanoVMxigeVyo koVyyu(V4)+xa_yu_PRP+xavanu_xa_SOC+noVMxigeVyo_nu_INDF
koVyxavanoVMxigeVyo koVyyu(V4)+xa_yu_PRP+xavanu_xa_SOC+noVMxigeVyo_nu_PRES
koVyxavanoVMxigeVye koVyyu(V4)+xa_yu_PRP+xavanu_xa_SOC+noVMxigeVye_nu_IMPH
koVyxavanoVMxigeVye koVyyu(V4)+xa_yu_PRP+xavanu_xa_SOC+noVMxigeVye_nu_DECL
koVyxavanoVMxigeVye koVyyu(V4)+xa_yu_PRP+xavanu_xa_SOC+noVMxigeVye_nu_RIS
koVyxavalYannu koVyyu(V4)+xa_yu_PRP+xavalYu_xa_ACC+lYannu_lYu_3SF
koVyxavalYannA koVyyu(V4)+xa_yu_PRP+xavalYu_xa_ACC+lYannA_lYu_INTR
koVyxavalYannU koVyyu(V4)+xa_yu_PRP+xavalYu_xa_ACC+lYannU_lYu_INCL
koVyxavalYanno koVyyu(V4)+xa_yu_PRP+xavalYu_xa_ACC+lYanno_lYu_DUB
koVyxavalYanno koVyyu(V4)+xa_yu_PRP+xavalYu_xa_ACC+lYanno_lYu_INDF
koVyxavalYanno koVyyu(V4)+xa_yu_PRP+xavalYu_xa_ACC+lYanno_lYu_PRES
koVyxavalYanne koVyyu(V4)+xa_yu_PRP+xavalYu_xa_ACC+lYanne_lYu_IMPH
koVyxavalYanne koVyyu(V4)+xa_yu_PRP+xavalYu_xa_ACC+lYanne_lYu_DECL
koVyxavalYanne koVyyu(V4)+xa_yu_PRP+xavalYu_xa_ACC+lYanne_lYu_RIS
koVyxavalYiMxa koVyyu(V4)+xa_yu_PRP+xavalYu_xa_INS+lYiMxa_lYu_3SF
koVyxavalYiMxalA koVyyu(V4)+xa_yu_PRP+xavalYu_xa_INS+lYiMxalA_lYu_INTR
koVyxavalYiMxalU koVyyu(V4)+xa_yu_PRP+xavalYu_xa_INS+lYiMxalU_lYu_INCL
koVyxavalYiMxalo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_INS+lYiMxalo_lYu_DUB
koVyxavalYiMxalo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_INS+lYiMxalo_lYu_INDF
koVyxavalYiMxalo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_INS+lYiMxalo_lYu_PRES
koVyxavalYiMxale koVyyu(V4)+xa_yu_PRP+xavalYu_xa_INS+lYiMxale_lYu_IMPH
koVyxavalYiMxale koVyyu(V4)+xa_yu_PRP+xavalYu_xa_INS+lYiMxale_lYu_DECL
koVyxavalYiMxale koVyyu(V4)+xa_yu_PRP+xavalYu_xa_INS+lYiMxale_lYu_RIS
koVyxavalYigeV koVyyu(V4)+xa_yu_PRP+xavalYu_xa_DAT+lYigeV_lYu_3SF
koVyxavalYigeVyA koVyyu(V4)+xa_yu_PRP+xavalYu_xa_DAT+lYigeVyA_lYu_INTR
koVyxavalYigeVyU koVyyu(V4)+xa_yu_PRP+xavalYu_xa_DAT+lYigeVyU_lYu_INCL
koVyxavalYigeVyo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_DAT+lYigeVyo_lYu_DUB
koVyxavalYigeVyo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_DAT+lYigeVyo_lYu_INDF
koVyxavalYigeVyo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_DAT+lYigeVyo_lYu_PRES
koVyxavalYigeVye koVyyu(V4)+xa_yu_PRP+xavalYu_xa_DAT+lYigeVye_lYu_IMPH
koVyxavalYigeVye koVyyu(V4)+xa_yu_PRP+xavalYu_xa_DAT+lYigeVye_lYu_DECL
koVyxavalYigeVye koVyyu(V4)+xa_yu_PRP+xavalYu_xa_DAT+lYigeVye_lYu_RIS
koVyxavalYiMxa  koVyyu(V4)+xa_yu_PRP+xavalYu_xa_ABL+lYiMxa_lYu_3SF
