baMxanu baru(V16)+Mxa_ru_PAST+anu_a_3SM   
baMxavaniMMxalo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_INS+niMMxalo_nu_INDF
baMxavaniMMxalo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_INS+niMMxalo_nu_PRES
baMxavaniMMxale baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_INS+niMMxale_nu_IMPH
baMxavaniMMxale baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_INS+niMMxale_nu_DECL
baMxavaniMMxale baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_INS+niMMxale_nu_RIS
baMxavanalligeV baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_DAT+nalligeV_nu_3SM
baMxavanalligeVyA baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_DAT+nalligeVyA_nu_INTR
baMxavanalligeVyU baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_DAT+nalligeVyU_nu_INCL
baMxavanalligeVyo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_DAT+nalligeVyo_nu_DUB
baMxavanalligeVyo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_DAT+nalligeVyo_nu_INDF
baMxavanalligeVyo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_DAT+nalligeVyo_nu_PRES
baMxavanalligeVye baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_DAT+nalligeVye_nu_IMPH
baMxavanalligeVye baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_DAT+nalligeVye_nu_DECL
baMxavanalligeVye baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_DAT+nalligeVye_nu_RIS
baMxavaniMMxa  baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_ABL+niMMxa_nu_3SM
baMxavaniMMxalA baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_ABL+niMMxalA_nu_INTR
baMxavaniMMxalU baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_ABL+niMMxalU_nu_INCL
baMxavaniMMxalo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_ABL+niMMxalo_nu_DUB
baMxavaniMMxalo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_ABL+niMMxalo_nu_INDF
baMxavaniMMxalo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_ABL+niMMxalo_nu_PRES
baMxavaniMMxale baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_ABL+niMMxale_nu_IMPH
baMxavaniMMxale baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_ABL+niMMxale_nu_DECL
baMxavaniMMxale baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_ABL+niMMxale_nu_RIS
baMxavana baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_GEN+na_nu_3SM
baMxavanalli baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_LOC+nalli_nu_3SM
baMxavanalliyA baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_LOC+nalliyA_nu_INTR
baMxavanalliyU baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_LOC+nalliyU_nu_INCL
baMxavanalliyo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_LOC+nalliyo_nu_DUB
baMxavanalliyo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_LOC+nalliyo_nu_INDF
baMxavanalliyo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_LOC+nalliyo_nu_PRES
baMxavanalliye baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_LOC+nalliye_nu_IMPH
baMxavanalliye baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_LOC+nalliye_nu_DECL
baMxavanalliye baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_LOC+nalliye_nu_RIS
baMxavanigoskara baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigoskara_nu_3SM
baMxavanigoskaravA baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigoskaravA_nu_INTR
baMxavanigoskaravU baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigoskaravU_nu_INCL
baMxavanigoskaravo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigoskaravo_nu_DUB
baMxavanigoskaravo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigoskaravo_nu_INDF
baMxavanigoskaravo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigoskaravo_nu_PRES
baMxavanigoskarave baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigoskarave_nu_IMPH
baMxavanigoskarave baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigoskarave_nu_DECL
baMxavanigoskarave baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigoskarave_nu_RIS
baMxavanigoskara baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigoskara_nu_3SM
baMxavanigoskaravA baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigoskaravA_nu_INTR
baMxavanigoskaravU baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigoskaravU_nu_INCL
baMxavanigoskaravo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigoskaravo_nu_DUB
baMxavanigoskaravo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigoskaravo_nu_INDF
baMxavanigoskaravo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigoskaravo_nu_PRES
baMxavanigoskarave baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigoskarave_nu_IMPH
baMxavanigoskarave baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigoskarave_nu_DECL
baMxavanigoskarave baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigoskarave_nu_RIS
baMxavanigAgi baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigAgi_nu_3SM
baMxavanigAgiyA baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigAgiyA_nu_INTR
baMxavanigAgiyU baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigAgiyU_nu_INCL
baMxavanigAgiyo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigAgiyo_nu_DUB
baMxavanigAgiyo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigAgiyo_nu_INDF
baMxavanigAgiyo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigAgiyo_nu_PRES
baMxavanigAgiye baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigAgiye_nu_IMPH
baMxavanigAgiye baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigAgiye_nu_DECL
baMxavanigAgiye baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigAgiye_nu_RIS
baMxavanigAgi baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigAgi_nu_3SM
baMxavanigAgiyA baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigAgiyA_nu_INTR
baMxavanigAgiyU baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigAgiyU_nu_INCL
baMxavanigAgiyo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigAgiyo_nu_DUB
baMxavanigAgiyo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigAgiyo_nu_INDF
baMxavanigAgiyo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigAgiyo_nu_PRES
baMxavanigAgiye baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigAgiye_nu_IMPH
baMxavanigAgiye baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigAgiye_nu_DECL
baMxavanigAgiye baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigAgiye_nu_RIS
baMxavanigosuga baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigosuga_nu_3SM
baMxavanigosugavA baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigosugavA_nu_INTR
baMxavanigosugavU baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigosugavU_nu_INCL
baMxavanigosugavo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigosugavo_nu_DUB
baMxavanigosugavo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigosugavo_nu_INDF
baMxavanigosugavo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigosugavo_nu_PRES
baMxavanigosugave baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigosugave_nu_IMPH
baMxavanigosugave baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigosugave_nu_DECL
baMxavanigosugave baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_BEN+nigosugave_nu_RIS
baMxavanigosuga baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigosuga_nu_3SM
baMxavanigosugavA baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigosugavA_nu_INTR
baMxavanigosugavU baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigosugavU_nu_INCL
baMxavanigosugavo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigosugavo_nu_DUB
baMxavanigosugavo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigosugavo_nu_INDF
baMxavanigosugavo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigosugavo_nu_PRES
baMxavanigosugave baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigosugave_nu_IMPH
baMxavanigosugave baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigosugave_nu_DECL
baMxavanigosugave baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_PUR+nigosugave_nu_RIS
baMxavanigiMxa baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_COMP+nigiMxa_nu_3SM
baMxavanigiMxalA baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_COMP+nigiMxalA_nu_INTR
baMxavanigiMxalU baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_COMP+nigiMxalU_nu_INCL
baMxavanigiMxalo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_COMP+nigiMxalo_nu_DUB
baMxavanigiMxalo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_COMP+nigiMxalo_nu_INDF
baMxavanigiMxalo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_COMP+nigiMxalo_nu_PRES
baMxavanigiMxale baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_COMP+nigiMxale_nu_IMPH
baMxavanigiMxale baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_COMP+nigiMxale_nu_DECL
baMxavanigiMxale baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_COMP+nigiMxale_nu_RIS
baMxavanaxeV baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SIM+naxeV_nu_3SM
baMxavanaxeVyA baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SIM+naxeVyA_nu_INTR
baMxavanaxeVyU baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SIM+naxeVyU_nu_INCL
baMxavanaxeVyo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SIM+naxeVyo_nu_DUB
baMxavanaxeVyo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SIM+naxeVyo_nu_INDF
baMxavanaxeVyo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SIM+naxeVyo_nu_PRES
baMxavanaxeVye baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SIM+naxeVye_nu_IMPH
baMxavanaxeVye baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SIM+naxeVye_nu_DECL
baMxavanaxeVye baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SIM+naxeVye_nu_RIS
baMxavanoVdaneV baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SOC+noVdaneV_nu_3SM
baMxavanoVdaneVyA baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SOC+noVdaneVyA_nu_INTR
baMxavanoVdaneVyU baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SOC+noVdaneVyU_nu_INCL
baMxavanoVdaneVyo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SOC+noVdaneVyo_nu_DUB
baMxavanoVdaneVyo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SOC+noVdaneVyo_nu_INDF
baMxavanoVdaneVyo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SOC+noVdaneVyo_nu_PRES
baMxavanoVdaneVye baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SOC+noVdaneVye_nu_IMPH
baMxavanoVdaneVye baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SOC+noVdaneVye_nu_DECL
baMxavanoVdaneVye baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SOC+noVdaneVye_nu_RIS
baMxavanoVMxigeV baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SOC+noVMxigeV_nu_3SM
baMxavanoVMxigeVyA baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SOC+noVMxigeVyA_nu_INTR
baMxavanoVMxigeVyU baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SOC+noVMxigeVyU_nu_INCL
baMxavanoVMxigeVyo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SOC+noVMxigeVyo_nu_DUB
baMxavanoVMxigeVyo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SOC+noVMxigeVyo_nu_INDF
baMxavanoVMxigeVyo baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SOC+noVMxigeVyo_nu_PRES
baMxavanoVMxigeVye baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SOC+noVMxigeVye_nu_IMPH
baMxavanoVMxigeVye baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SOC+noVMxigeVye_nu_DECL
baMxavanoVMxigeVye baru(V4)+Mxa_ru_PRP+Mxavanu_Mxa_SOC+noVMxigeVye_nu_RIS
baMxavalYannu baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_ACC+lYannu_lYu_3SF
baMxavalYannA baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_ACC+lYannA_lYu_INTR
baMxavalYannU baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_ACC+lYannU_lYu_INCL
baMxavalYanno baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_ACC+lYanno_lYu_DUB
baMxavalYanno baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_ACC+lYanno_lYu_INDF
baMxavalYanno baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_ACC+lYanno_lYu_PRES
baMxavalYanne baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_ACC+lYanne_lYu_IMPH
baMxavalYanne baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_ACC+lYanne_lYu_DECL
baMxavalYanne baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_ACC+lYanne_lYu_RIS
baMxavalYiMMxa baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_INS+lYiMMxa_lYu_3SF
baMxavalYiMMxalA baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_INS+lYiMMxalA_lYu_INTR
baMxavalYiMMxalU baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_INS+lYiMMxalU_lYu_INCL
baMxavalYiMMxalo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_INS+lYiMMxalo_lYu_DUB
baMxavalYiMMxalo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_INS+lYiMMxalo_lYu_INDF
baMxavalYiMMxalo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_INS+lYiMMxalo_lYu_PRES
baMxavalYiMMxale baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_INS+lYiMMxale_lYu_IMPH
baMxavalYiMMxale baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_INS+lYiMMxale_lYu_DECL
baMxavalYiMMxale baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_INS+lYiMMxale_lYu_RIS
baMxavalYigeV baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_DAT+lYigeV_lYu_3SF
baMxavalYigeVyA baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_DAT+lYigeVyA_lYu_INTR
baMxavalYigeVyU baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_DAT+lYigeVyU_lYu_INCL
baMxavalYigeVyo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_DAT+lYigeVyo_lYu_DUB
baMxavalYigeVyo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_DAT+lYigeVyo_lYu_INDF
baMxavalYigeVyo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_DAT+lYigeVyo_lYu_PRES
baMxavalYigeVye baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_DAT+lYigeVye_lYu_IMPH
baMxavalYigeVye baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_DAT+lYigeVye_lYu_DECL
baMxavalYigeVye baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_DAT+lYigeVye_lYu_RIS
baMxavalYiMMxa  baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_ABL+lYiMMxa_lYu_3SF
baMxavalYiMMxalA baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_ABL+lYiMMxalA_lYu_INTR
baMxavalYiMMxalU baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_ABL+lYiMMxalU_lYu_INCL
baMxavalYiMMxalo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_ABL+lYiMMxalo_lYu_DUB
baMxavalYiMMxalo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_ABL+lYiMMxalo_lYu_INDF
baMxavalYiMMxalo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_ABL+lYiMMxalo_lYu_PRES
baMxavalYiMMxale baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_ABL+lYiMMxale_lYu_IMPH
baMxavalYiMMxale baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_ABL+lYiMMxale_lYu_DECL
baMxavalYiMMxale baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_ABL+lYiMMxale_lYu_RIS
baMxavalYa baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_GEN+lYa_lYu_3SF
baMxavalYalli baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_LOC+lYalli_lYu_3SF
baMxavalYalliyA baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_LOC+lYalliyA_lYu_INTR
baMxavalYalliyU baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_LOC+lYalliyU_lYu_INCL
baMxavalYalliyo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_LOC+lYalliyo_lYu_DUB
baMxavalYalliyo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_LOC+lYalliyo_lYu_INDF
baMxavalYalliyo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_LOC+lYalliyo_lYu_PRES
baMxavalYalliye baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_LOC+lYalliye_lYu_IMPH
baMxavalYalliye baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_LOC+lYalliye_lYu_DECL
baMxavalYalliye baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_LOC+lYalliye_lYu_RIS
baMxavalYigoskara baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigoskara_lYu_3SF
baMxavalYigoskaravA baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigoskaravA_lYu_INTR
baMxavalYigoskaravU baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigoskaravU_lYu_INCL
baMxavalYigoskaravo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigoskaravo_lYu_DUB
baMxavalYigoskaravo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigoskaravo_lYu_INDF
baMxavalYigoskaravo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigoskaravo_lYu_PRES
baMxavalYigoskarave baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigoskarave_lYu_IMPH
baMxavalYigoskarave baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigoskarave_lYu_DECL
baMxavalYigoskarave baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigoskarave_lYu_RIS
baMxavalYigoskara baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigoskara_lYu_3SF
baMxavalYigoskaravA baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigoskaravA_lYu_INTR
baMxavalYigoskaravU baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigoskaravU_lYu_INCL
baMxavalYigoskaravo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigoskaravo_lYu_DUB
baMxavalYigoskaravo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigoskaravo_lYu_INDF
baMxavalYigoskaravo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigoskaravo_lYu_PRES
baMxavalYigoskarave baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigoskarave_lYu_IMPH
baMxavalYigoskarave baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigoskarave_lYu_DECL
baMxavalYigoskarave baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigoskarave_lYu_RIS
baMxavalYigAgi baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigAgi_lYu_3SF
baMxavalYigAgiyA baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigAgiyA_lYu_INTR
baMxavalYigAgiyU baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigAgiyU_lYu_INCL
baMxavalYigAgiyo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigAgiyo_lYu_DUB
baMxavalYigAgiyo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigAgiyo_lYu_INDF
baMxavalYigAgiyo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigAgiyo_lYu_PRES
baMxavalYigAgiye baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigAgiye_lYu_IMPH
baMxavalYigAgiye baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigAgiye_lYu_DECL
baMxavalYigAgiye baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigAgiye_lYu_RIS
baMxavalYigAgi baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigAgi_lYu_3SF
baMxavalYigAgiyA baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigAgiyA_lYu_INTR
baMxavalYigAgiyU baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigAgiyU_lYu_INCL
baMxavalYigAgiyo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigAgiyo_lYu_DUB
baMxavalYigAgiyo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigAgiyo_lYu_INDF
baMxavalYigAgiyo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigAgiyo_lYu_PRES
baMxavalYigAgiye baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigAgiye_lYu_IMPH
baMxavalYigAgiye baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigAgiye_lYu_DECL
baMxavalYigAgiye baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigAgiye_lYu_RIS
baMxavalYigosuga baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigosuga_lYu_3SF
baMxavalYigosugavA baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigosugavA_lYu_INTR
baMxavalYigosugavU baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigosugavU_lYu_INCL
baMxavalYigosugavo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigosugavo_lYu_DUB
baMxavalYigosugavo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigosugavo_lYu_INDF
baMxavalYigosugavo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigosugavo_lYu_PRES
baMxavalYigosugave baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigosugave_lYu_IMPH
baMxavalYigosugave baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigosugave_lYu_DECL
baMxavalYigosugave baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_BEN+lYigosugave_lYu_RIS
baMxavalYigosuga baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigosuga_lYu_3SF
baMxavalYigosugavA baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigosugavA_lYu_INTR
baMxavalYigosugavU baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigosugavU_lYu_INCL
baMxavalYigosugavo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigosugavo_lYu_DUB
baMxavalYigosugavo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigosugavo_lYu_INDF
baMxavalYigosugavo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigosugavo_lYu_PRES
baMxavalYigosugave baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigosugave_lYu_IMPH
baMxavalYigosugave baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigosugave_lYu_DECL
baMxavalYigosugave baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_PUR+lYigosugave_lYu_RIS
baMxavalYigiMxa baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_COMP+lYigiMxa_lYu_3SF
baMxavalYigiMxalA baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_COMP+lYigiMxalA_lYu_INTR
baMxavalYigiMxalU baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_COMP+lYigiMxalU_lYu_INCL
baMxavalYigiMxalo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_COMP+lYigiMxalo_lYu_DUB
baMxavalYigiMxalo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_COMP+lYigiMxalo_lYu_INDF
baMxavalYigiMxalo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_COMP+lYigiMxalo_lYu_PRES
baMxavalYigiMxale baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_COMP+lYigiMxale_lYu_IMPH
